CMPLNT_FR_DT,OFNS_DESC,BORO_NM,LAW_CAT_CD,Latitude,Longitude
06/16/2025,ROBBERY,BROOKLYN,FELONY,40.807504,-73.882261
10/06/2023,ROBBERY,BROOKLYN,MISDEMEANOR,40.64681,-74.123213
04/03/2023,ROBBERY,BROOKLYN,MISDEMEANOR,40.784035,-73.759671
11/19/2023,ROBBERY,BROOKLYN,FELONY,40.616707,-74.088069
06/23/2023,ROBBERY,BROOKLYN,FELONY,40.887228,-74.199617
09/22/2022,ROBBERY,BROOKLYN,MISDEMEANOR,40.769612,-73.743484
05/05/2025,ROBBERY,BROOKLYN,FELONY,40.899933,-74.078934
07/13/2025,ROBBERY,BROOKLYN,MISDEMEANOR,40.88416,-73.893006
04/08/2023,ROBBERY,BROOKLYN,MISDEMEANOR,40.54389,-74.065585
05/24/2025,ROBBERY,BROOKLYN,MISDEMEANOR,40.583607,-73.996593
08/27/2023,ROBBERY,BROOKLYN,FELONY,40.780928,-74.226119
06/15/2025,ROBBERY,BROOKLYN,FELONY,40.540853,-74.116259
10/11/2023,ROBBERY,BROOKLYN,FELONY,40.781936,-74.077109
12/04/2024,ROBBERY,BROOKLYN,MISDEMEANOR,40.557973,-74.139275
03/22/2025,ROBBERY,BROOKLYN,FELONY,40.717228,-74.174904
07/27/2023,ROBBERY,BROOKLYN,FELONY,40.898912,-74.237828
01/28/2023,ROBBERY,BROOKLYN,FELONY,40.594612,-73.989952
01/04/2023,ROBBERY,BROOKLYN,MISDEMEANOR,40.734828,-74.147848
01/26/2023,ROBBERY,BROOKLYN,FELONY,40.760557,-73.70327
02/12/2023,ROBBERY,BROOKLYN,FELONY,40.728494,-74.0257
02/13/2025,ROBBERY,BROOKLYN,FELONY,40.567071,-74.098937
03/05/2025,ROBBERY,BROOKLYN,FELONY,40.877016,-74.033042
03/16/2023,ROBBERY,BROOKLYN,MISDEMEANOR,40.578177,-73.886376
07/23/2023,ROBBERY,BROOKLYN,FELONY,40.640435,-74.155636
09/17/2023,ROBBERY,BROOKLYN,MISDEMEANOR,40.836057,-73.71503
03/21/2025,ROBBERY,BROOKLYN,FELONY,40.578996,-73.858843
12/02/2023,ROBBERY,BROOKLYN,FELONY,40.883715,-74.167388
01/21/2024,ROBBERY,BROOKLYN,MISDEMEANOR,40.816083,-74.092443
11/22/2023,ROBBERY,BROOKLYN,MISDEMEANOR,40.89821,-74.087077
12/13/2024,VANDALISM,BROOKLYN,FELONY,40.691226,-74.118162
05/07/2023,VANDALISM,BROOKLYN,MISDEMEANOR,40.664322,-73.900973
02/10/2025,VANDALISM,BROOKLYN,MISDEMEANOR,40.810986,-73.96728
09/15/2022,VANDALISM,BROOKLYN,FELONY,40.594952,-73.794459
12/19/2022,VANDALISM,BROOKLYN,MISDEMEANOR,40.670871,-73.774434
09/24/2022,VANDALISM,BROOKLYN,MISDEMEANOR,40.580642,-74.10647
01/24/2025,VANDALISM,BROOKLYN,FELONY,40.81173,-74.162564
12/23/2023,VANDALISM,BROOKLYN,FELONY,40.831288,-73.709005
01/09/2025,VANDALISM,BROOKLYN,MISDEMEANOR,40.735421,-74.157405
12/07/2024,VANDALISM,BROOKLYN,FELONY,40.563498,-74.148963
12/21/2022,VANDALISM,BROOKLYN,MISDEMEANOR,40.860515,-74.035394
04/20/2024,VANDALISM,BROOKLYN,FELONY,40.756986,-74.028658
07/11/2024,VANDALISM,BROOKLYN,FELONY,40.867257,-73.747385
04/20/2024,VANDALISM,BROOKLYN,MISDEMEANOR,40.61955,-73.95593
05/29/2024,VANDALISM,BROOKLYN,FELONY,40.548412,-73.965634
11/12/2022,VANDALISM,BROOKLYN,MISDEMEANOR,40.544841,-74.183223
11/17/2023,VANDALISM,BROOKLYN,VIOLATION,40.576236,-74.087586
04/16/2023,VANDALISM,BROOKLYN,FELONY,40.575761,-74.051909
11/14/2022,VANDALISM,BROOKLYN,MISDEMEANOR,40.534317,-73.873254
02/05/2025,VANDALISM,BROOKLYN,MISDEMEANOR,40.703494,-73.768587
08/07/2022,VANDALISM,BROOKLYN,FELONY,40.802405,-74.033843
07/31/2024,VANDALISM,BROOKLYN,MISDEMEANOR,40.591229,-73.96764
07/05/2023,VANDALISM,BROOKLYN,MISDEMEANOR,40.633836,-74.100822
05/08/2024,VANDALISM,BROOKLYN,FELONY,40.727406,-73.892418
01/20/2024,VANDALISM,BROOKLYN,FELONY,40.651533,-74.007858
08/25/2023,VANDALISM,BROOKLYN,FELONY,40.814506,-74.200001
12/31/2023,VANDALISM,BROOKLYN,VIOLATION,40.892483,-73.73971
07/19/2022,VANDALISM,BROOKLYN,VIOLATION,40.605402,-74.19624
02/26/2025,VANDALISM,BROOKLYN,FELONY,40.82257,-74.148676
07/21/2023,VANDALISM,BROOKLYN,FELONY,40.7622,-74.038021
07/02/2023,VANDALISM,BROOKLYN,MISDEMEANOR,40.846331,-74.022937
08/26/2022,VANDALISM,BROOKLYN,FELONY,40.556245,-74.208565
10/07/2022,VANDALISM,BROOKLYN,MISDEMEANOR,40.662209,-73.875239
11/13/2022,VANDALISM,BROOKLYN,FELONY,40.82147,-73.848584
08/31/2022,VANDALISM,BROOKLYN,MISDEMEANOR,40.674484,-74.066144
03/18/2023,VANDALISM,BROOKLYN,MISDEMEANOR,40.785453,-74.075619
12/28/2022,VANDALISM,BROOKLYN,VIOLATION,40.57241,-73.907903
02/09/2024,VANDALISM,BROOKLYN,FELONY,40.826737,-74.150554
07/18/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.686852,-73.921933
12/01/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.861759,-73.991381
08/06/2022,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.885215,-73.711786
01/13/2023,VEHICLE THEFT,BROOKLYN,FELONY,40.777878,-74.074968
07/03/2025,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.675709,-74.137652
08/20/2022,VEHICLE THEFT,BROOKLYN,VIOLATION,40.70419,-74.207949
07/10/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.555291,-73.772131
12/19/2023,VEHICLE THEFT,BROOKLYN,FELONY,40.734353,-74.204461
12/14/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.590013,-74.032839
08/22/2023,VEHICLE THEFT,BROOKLYN,FELONY,40.552862,-73.912779
01/10/2023,VEHICLE THEFT,BROOKLYN,FELONY,40.690038,-74.124457
04/20/2023,VEHICLE THEFT,BROOKLYN,FELONY,40.723989,-73.765413
03/15/2025,VEHICLE THEFT,BROOKLYN,FELONY,40.81825,-73.977031
03/03/2023,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.730307,-73.740132
06/06/2025,VEHICLE THEFT,BROOKLYN,FELONY,40.735515,-74.056703
01/25/2025,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.776075,-74.016064
02/17/2023,VEHICLE THEFT,BROOKLYN,FELONY,40.711983,-73.781979
06/17/2025,VEHICLE THEFT,BROOKLYN,FELONY,40.710747,-73.781557
11/19/2022,VEHICLE THEFT,BROOKLYN,FELONY,40.880118,-73.931698
05/22/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.695491,-73.943116
02/18/2025,VEHICLE THEFT,BROOKLYN,FELONY,40.860675,-73.924956
03/22/2024,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.770431,-73.78041
12/25/2023,VEHICLE THEFT,BROOKLYN,VIOLATION,40.751939,-73.847668
11/13/2023,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.831545,-73.918032
09/25/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.62057,-74.206247
05/09/2024,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.508593,-74.04221
07/07/2023,VEHICLE THEFT,BROOKLYN,VIOLATION,40.570286,-73.708106
02/02/2023,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.520367,-73.936966
11/24/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.882287,-74.122826
12/31/2023,VEHICLE THEFT,BROOKLYN,FELONY,40.833745,-73.861855
08/19/2022,VEHICLE THEFT,BROOKLYN,FELONY,40.642826,-73.876744
10/20/2022,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.591951,-73.722029
04/15/2023,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.596219,-73.862959
03/07/2023,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.806097,-73.797029
09/11/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.81133,-73.960253
01/05/2024,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.862984,-73.817817
11/14/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.531838,-73.871454
05/04/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.777833,-73.82883
09/11/2023,VEHICLE THEFT,BROOKLYN,FELONY,40.771056,-73.970672
08/14/2022,VEHICLE THEFT,BROOKLYN,FELONY,40.820985,-73.97878
01/18/2024,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.576251,-73.706867
05/07/2023,VEHICLE THEFT,BROOKLYN,FELONY,40.895512,-74.208851
08/24/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.704809,-73.928134
03/22/2023,VEHICLE THEFT,BROOKLYN,VIOLATION,40.81281,-73.720809
03/27/2023,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.83717,-73.806544
07/19/2023,VEHICLE THEFT,BROOKLYN,FELONY,40.546166,-74.114766
09/18/2023,VEHICLE THEFT,BROOKLYN,MISDEMEANOR,40.726146,-73.759249
05/18/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.55397,-74.147877
03/25/2024,VEHICLE THEFT,BROOKLYN,VIOLATION,40.503379,-74.17526
11/22/2024,VEHICLE THEFT,BROOKLYN,FELONY,40.741252,-74.210149
05/30/2023,VEHICLE THEFT,BROOKLYN,VIOLATION,40.630248,-73.921582
12/04/2024,VEHICLE THEFT,BROOKLYN,VIOLATION,40.810659,-74.074304
05/25/2023, ASSAULT,MANHATTAN,FELONY,40.889693,-74.043108
11/22/2023, ASSAULT,MANHATTAN,FELONY,40.596284,-73.920819
10/27/2022, ASSAULT,MANHATTAN,MISDEMEANOR,40.628078,-73.851424
02/03/2023, ASSAULT,MANHATTAN,FELONY,40.688079,-74.203094
03/04/2023, ASSAULT,MANHATTAN,FELONY,40.538184,-73.907372
06/04/2025, ASSAULT,MANHATTAN,FELONY,40.835908,-73.860625
03/03/2024, ASSAULT,MANHATTAN,MISDEMEANOR,40.777395,-73.732452
08/18/2024, ASSAULT,MANHATTAN,MISDEMEANOR,40.895037,-73.744988
07/09/2024, ASSAULT,MANHATTAN,VIOLATION,40.724284,-73.812425
06/05/2024, ASSAULT,MANHATTAN,MISDEMEANOR,40.742568,-74.113668
03/07/2024, BURGLARY,MANHATTAN,MISDEMEANOR,40.764416,-74.139028
09/16/2022, BURGLARY,MANHATTAN,MISDEMEANOR,40.544022,-73.888447
07/07/2023, BURGLARY,MANHATTAN,FELONY,40.803546,-74.079671
12/17/2022, BURGLARY,MANHATTAN,FELONY,40.893073,-73.941191
07/20/2024, BURGLARY,MANHATTAN,MISDEMEANOR,40.73769,-74.155764
01/17/2024, BURGLARY,MANHATTAN,MISDEMEANOR,40.558166,-74.052916
06/30/2024, DRUG POSSESSION,MANHATTAN,FELONY,40.601576,-74.025713
12/23/2024, DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.808515,-73.969284
03/08/2023, DRUG POSSESSION,MANHATTAN,FELONY,40.760333,-73.794076
02/27/2023, DRUG POSSESSION,MANHATTAN,FELONY,40.669734,-73.816207
05/30/2023, DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.748146,-74.162169
01/06/2023, DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.738431,-74.032467
09/17/2022, FRAUD,MANHATTAN,FELONY,40.598255,-74.2265
04/18/2023, FRAUD,MANHATTAN,FELONY,40.695317,-74.065391
12/05/2023, FRAUD,MANHATTAN,FELONY,40.559636,-74.228906
07/28/2023, FRAUD,MANHATTAN,MISDEMEANOR,40.709923,-74.131296
02/06/2025, GRAND LARCENY,MANHATTAN,VIOLATION,40.676216,-73.965129
03/15/2023, GRAND LARCENY,MANHATTAN,FELONY,40.681497,-74.199725
07/16/2022, GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.677828,-74.158856
12/26/2022, GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.776156,-74.056058
01/25/2024, GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.608272,-73.787477
07/12/2023, GRAND LARCENY,MANHATTAN,FELONY,40.895914,-73.855315
02/21/2023, GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.650488,-74.104629
03/15/2023, GRAND LARCENY,MANHATTAN,FELONY,40.705161,-73.903358
01/06/2025, PETIT LARCENY,MANHATTAN,MISDEMEANOR,40.830651,-74.046187
09/03/2024, PETIT LARCENY,MANHATTAN,FELONY,40.754274,-74.119705
05/01/2025, PETIT LARCENY,MANHATTAN,FELONY,40.746606,-73.842731
09/03/2024, PETIT LARCENY,MANHATTAN,FELONY,40.797687,-74.034912
07/09/2023, PETIT LARCENY,MANHATTAN,FELONY,40.835925,-74.197448
01/29/2023, ROBBERY,MANHATTAN,FELONY,40.757342,-74.040469
01/30/2025, ROBBERY,MANHATTAN,FELONY,40.603122,-73.87518
10/17/2022, ROBBERY,MANHATTAN,MISDEMEANOR,40.563474,-74.155409
01/20/2023, ROBBERY,MANHATTAN,FELONY,40.534257,-73.810915
09/29/2024, ROBBERY,MANHATTAN,FELONY,40.82391,-73.728452
03/23/2025, ROBBERY,MANHATTAN,FELONY,40.531189,-73.962051
11/19/2022, VANDALISM,MANHATTAN,FELONY,40.56314,-73.757108
10/15/2023, VANDALISM,MANHATTAN,FELONY,40.758461,-73.728988
01/03/2024, VANDALISM,MANHATTAN,MISDEMEANOR,40.897842,-73.815761
06/04/2023, VANDALISM,MANHATTAN,FELONY,40.796958,-73.70815
10/21/2024, VANDALISM,MANHATTAN,FELONY,40.516357,-74.027042
03/24/2025, VANDALISM,MANHATTAN,MISDEMEANOR,40.691007,-73.911627
11/27/2023, VEHICLE THEFT,MANHATTAN,MISDEMEANOR,40.719187,-73.9609
10/28/2023, VEHICLE THEFT,MANHATTAN,VIOLATION,40.540178,-74.204425
07/07/2025, VEHICLE THEFT,MANHATTAN,VIOLATION,40.809877,-73.705483
01/23/2023, VEHICLE THEFT,MANHATTAN,MISDEMEANOR,40.682253,-74.188789
06/27/2023, VEHICLE THEFT,MANHATTAN,MISDEMEANOR,40.889896,-73.778388
05/20/2024,ASSAULT,MANHATTAN,FELONY,40.663962,-73.936988
12/07/2022,ASSAULT,MANHATTAN,FELONY,40.771406,-74.076103
11/18/2024,ASSAULT,MANHATTAN,FELONY,40.651213,-73.949485
10/11/2023,ASSAULT,MANHATTAN,VIOLATION,40.893196,-74.168379
11/12/2024,ASSAULT,MANHATTAN,FELONY,40.803559,-74.003276
12/18/2023,ASSAULT1,MANHATTAN,FELONY,40.615877,-73.964091
08/10/2022,ASSAULT1,MANHATTAN,MISDEMEANOR,40.652571,-73.924916
12/29/2023,ASSAULT1,MANHATTAN,MISDEMEANOR,40.727441,-74.006961
03/11/2023,ASSAULT1,MANHATTAN,FELONY,40.845979,-74.051438
07/09/2025,ASSAULT1,MANHATTAN,FELONY,40.659359,-74.208107
05/07/2023,ASSAULT1,MANHATTAN,FELONY,40.700101,-73.990967
03/23/2024,ASSAULT1,MANHATTAN,MISDEMEANOR,40.742352,-73.748134
03/31/2023,ASSAULT1,MANHATTAN,MISDEMEANOR,40.609017,-73.843897
03/18/2024,ASSAULT1,MANHATTAN,FELONY,40.813528,-73.985267
05/25/2023,ASSAULT1,MANHATTAN,MISDEMEANOR,40.692095,-73.887825
02/16/2025,ASSAULT1,MANHATTAN,FELONY,40.713517,-74.160554
03/15/2023,ASSAULT1,MANHATTAN,FELONY,40.719103,-74.025903
01/16/2024,ASSAULT,MANHATTAN,MISDEMEANOR,40.65849,-73.79465
03/23/2025,ASSAULT,MANHATTAN,MISDEMEANOR,40.654528,-73.986103
08/19/2024,ASSAULT,MANHATTAN,MISDEMEANOR,40.824581,-74.104278
10/27/2022,ASSAULT,MANHATTAN,FELONY,40.509167,-74.055091
07/14/2023,ASSAULT,MANHATTAN,FELONY,40.627359,-73.962665
09/21/2024,ASSAULT,MANHATTAN,MISDEMEANOR,40.78547,-74.01176
03/27/2025,ASSAULT,MANHATTAN,FELONY,40.580355,-73.909698
03/14/2023,ASSAULT,MANHATTAN,FELONY,40.600808,-74.153225
01/24/2024,ASSAULT,MANHATTAN,MISDEMEANOR,40.620884,-73.824549
11/07/2023,ASSAULT,MANHATTAN,FELONY,40.874329,-73.851395
11/15/2023,ASSAULT,MANHATTAN,MISDEMEANOR,40.870294,-73.731571
09/13/2022,ASSAULT,MANHATTAN,MISDEMEANOR,40.584047,-74.125138
01/16/2024,ASSAULT,MANHATTAN,FELONY,40.743077,-73.95859
06/12/2024,ASSAULT,MANHATTAN,MISDEMEANOR,40.550376,-74.100316
08/27/2022,ASSAULT,MANHATTAN,MISDEMEANOR,40.588187,-73.862631
11/10/2023,ASSAULT,MANHATTAN,VIOLATION,40.531118,-74.195665
10/09/2023,ASSAULT,MANHATTAN,FELONY,40.719787,-74.062552
07/30/2022,ASSAULT,MANHATTAN,MISDEMEANOR,40.536527,-73.750189
12/15/2024,ASSAULT,MANHATTAN,VIOLATION,40.711733,-74.089802
03/23/2024,ASSAULT,MANHATTAN,FELONY,40.50859,-74.125157
12/14/2022,ASSAULT,MANHATTAN,FELONY,40.674791,-74.203936
12/04/2022,BURGLARY,MANHATTAN,MISDEMEANOR,40.579216,-74.128418
08/14/2024,BURGLARY,MANHATTAN,MISDEMEANOR,40.841143,-74.23481
02/07/2025,BURGLARY,MANHATTAN,MISDEMEANOR,40.866206,-74.213505
02/21/2025,BURGLARY,MANHATTAN,MISDEMEANOR,40.686875,-73.902228
12/02/2022,BURGLARY,MANHATTAN,VIOLATION,40.515992,-74.109538
03/14/2024,BURGLARY,MANHATTAN,FELONY,40.775787,-73.736967
11/10/2023,BURGLARY,MANHATTAN,FELONY,40.570835,-73.911192
11/12/2023,BURGLARY_dev,MANHATTAN,FELONY,40.856965,-73.80045
07/19/2022,BURGLARY_dev,MANHATTAN,FELONY,40.699096,-73.708669
08/13/2022,BURGLARY_dev,MANHATTAN,FELONY,40.514674,-73.77148
12/08/2023,BURGLARY_dev,MANHATTAN,VIOLATION,40.893533,-73.839867
05/08/2024,BURGLARY_dev,MANHATTAN,FELONY,40.541286,-74.109005
01/19/2024,BURGLARY_dev,MANHATTAN,VIOLATION,40.898944,-73.94597
09/08/2023,BURGLARY_dev,MANHATTAN,VIOLATION,40.615758,-73.87057
09/30/2024,BURGLARY_dev,MANHATTAN,VIOLATION,40.801967,-74.174416
10/18/2024,BURGLARY_dev,MANHATTAN,FELONY,40.632252,-73.908164
04/18/2025,BURGLARY_dev,MANHATTAN,MISDEMEANOR,40.719428,-74.224454
11/23/2023,BURGLARY_dev,MANHATTAN,FELONY,40.677312,-74.102774
10/03/2024,BURGLARY_dev,MANHATTAN,MISDEMEANOR,40.843627,-74.094197
11/02/2024,BURGLARY_dev,MANHATTAN,FELONY,40.820445,-73.921166
10/01/2023,BURGLARY,MANHATTAN,MISDEMEANOR,40.860359,-73.763751
07/26/2022,BURGLARY,MANHATTAN,MISDEMEANOR,40.892574,-73.80537
10/04/2023,BURGLARY,MANHATTAN,FELONY,40.645207,-73.764992
02/14/2023,BURGLARY,MANHATTAN,FELONY,40.873713,-73.726845
12/30/2022,BURGLARY,MANHATTAN,MISDEMEANOR,40.561335,-73.939063
05/02/2025,BURGLARY,MANHATTAN,MISDEMEANOR,40.547631,-74.042597
10/16/2024,BURGLARY,MANHATTAN,FELONY,40.628515,-74.219631
09/21/2022,BURGLARY,MANHATTAN,FELONY,40.670656,-73.760482
06/06/2025,BURGLARY,MANHATTAN,FELONY,40.853305,-73.745116
07/08/2025,BURGLARY,MANHATTAN,MISDEMEANOR,40.587151,-73.889883
11/04/2022,BURGLARY,MANHATTAN,MISDEMEANOR,40.738268,-74.178546
01/26/2023,BURGLARY,MANHATTAN,FELONY,40.53377,-73.867883
08/30/2023,BURGLARY,MANHATTAN,MISDEMEANOR,40.669764,-73.839876
12/15/2022,BURGLARY,MANHATTAN,MISDEMEANOR,40.512049,-73.894708
03/12/2025,BURGLARY,MANHATTAN,FELONY,40.847737,-74.152559
05/16/2024,BURGLARY,MANHATTAN,VIOLATION,40.64324,-73.838283
03/14/2024,BURGLARY,MANHATTAN,MISDEMEANOR,40.637803,-74.1981
05/15/2023,BURGLARY,MANHATTAN,VIOLATION,40.672677,-74.118952
10/18/2023,BURGLARY_dev,MANHATTAN,MISDEMEANOR,40.757185,-73.920585
04/13/2024,BURGLARY_dev,MANHATTAN,MISDEMEANOR,40.552179,-73.949031
01/17/2023,DRUG POSSESSION,MANHATTAN,VIOLATION,40.664848,-73.97853
03/14/2024,DRUG POSSESSION,MANHATTAN,FELONY,40.596458,-73.795554
03/06/2025,DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.510406,-73.922131
11/15/2022,DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.707843,-73.797079
02/03/2023,DRUG POSSESSION,MANHATTAN,FELONY,40.540722,-73.791762
04/26/2025,DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.679076,-74.151728
07/09/2025,DRUG POSSESSION,MANHATTAN,FELONY,40.801662,-73.836596
06/03/2023,DRUG POSSESSION,MANHATTAN,VIOLATION,40.710926,-74.010915
07/23/2023,DRUG POSSESSION,MANHATTAN,FELONY,40.854767,-73.961671
04/02/2024,DRUG POSSESSION,MANHATTAN,FELONY,40.534384,-74.243591
05/07/2023,DRUG POSSESSION,MANHATTAN,FELONY,40.67876,-73.894626
03/19/2024,DRUG POSSESSION,MANHATTAN,FELONY,40.579655,-74.192108
09/12/2023,DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.669712,-74.152315
04/10/2023,DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.856525,-73.728883
08/06/2023,DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.582395,-74.090432
07/30/2022,DRUG POSSESSION,MANHATTAN,FELONY,40.768987,-74.009737
06/16/2025,DRUG POSSESSION,MANHATTAN,VIOLATION,40.571306,-73.828888
09/19/2022,DRUG POSSESSION,MANHATTAN,VIOLATION,40.560921,-73.822793
07/19/2023,DRUG POSSESSION,MANHATTAN,FELONY,40.701774,-73.856262
03/10/2023,DRUG POSSESSION,MANHATTAN,FELONY,40.764496,-74.046521
05/30/2024,DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.720414,-73.771212
02/10/2023,DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.777549,-73.780932
09/01/2022,DRUG POSSESSION,MANHATTAN,FELONY,40.729584,-73.752871
03/19/2023,DRUG POSSESSION,MANHATTAN,FELONY,40.835466,-74.206975
04/06/2023,DRUG POSSESSION,MANHATTAN,FELONY,40.790877,-74.114189
12/10/2024,DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.55074,-74.231604
07/16/2024,DRUG POSSESSION,MANHATTAN,FELONY,40.72181,-74.109508
01/03/2024,DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.631258,-74.021449
05/14/2024,DRUG POSSESSION,MANHATTAN,FELONY,40.734959,-73.70696
11/02/2023,DRUG POSSESSION,MANHATTAN,FELONY,40.795769,-74.207371
11/25/2022,DRUG POSSESSION,MANHATTAN,MISDEMEANOR,40.603223,-73.990031
07/25/2024,FRAUD,MANHATTAN,FELONY,40.727004,-74.118761
10/20/2024,FRAUD,MANHATTAN,FELONY,40.54614,-73.927109
08/20/2024,FRAUD,MANHATTAN,MISDEMEANOR,40.611364,-74.239784
10/21/2022,FRAUD,MANHATTAN,FELONY,40.748215,-74.227338
11/20/2023,FRAUD,MANHATTAN,FELONY,40.604803,-73.796239
05/01/2025,FRAUD,MANHATTAN,VIOLATION,40.785447,-74.086987
06/11/2025,FRAUD,MANHATTAN,MISDEMEANOR,40.557316,-74.248222
09/24/2022,FRAUD,MANHATTAN,MISDEMEANOR,40.770997,-74.121815
05/23/2024,FRAUD,MANHATTAN,MISDEMEANOR,40.637971,-73.884813
10/15/2024,FRAUD,MANHATTAN,VIOLATION,40.692165,-73.729321
01/21/2024,FRAUD,MANHATTAN,FELONY,40.697007,-73.83061
06/23/2025,FRAUD,MANHATTAN,FELONY,40.862107,-73.708628
10/13/2024,FRAUD,MANHATTAN,FELONY,40.729467,-74.125559
03/14/2023,FRAUD,MANHATTAN,MISDEMEANOR,40.812827,-73.86528
10/09/2024,FRAUD,MANHATTAN,VIOLATION,40.571927,-74.101906
12/04/2022,FRAUD,MANHATTAN,MISDEMEANOR,40.845856,-73.976985
11/27/2022,FRAUD,MANHATTAN,VIOLATION,40.639618,-74.239103
12/06/2022,FRAUD,MANHATTAN,VIOLATION,40.770485,-74.045974
05/01/2024,FRAUD,MANHATTAN,MISDEMEANOR,40.645501,-73.909539
01/09/2024,FRAUD,MANHATTAN,FELONY,40.72617,-73.927183
04/11/2023,FRAUD,MANHATTAN,MISDEMEANOR,40.826154,-73.892428
06/21/2024,FRAUD,MANHATTAN,FELONY,40.855337,-74.170316
05/11/2023,FRAUD,MANHATTAN,FELONY,40.868886,-74.138138
08/29/2022,FRAUD,MANHATTAN,FELONY,40.645956,-73.902207
09/27/2022,FRAUD,MANHATTAN,MISDEMEANOR,40.789157,-74.062703
12/16/2022,FRAUD,MANHATTAN,VIOLATION,40.73435,-74.150138
12/07/2023,FRAUD,MANHATTAN,MISDEMEANOR,40.83407,-74.165586
01/27/2025,FRAUD,MANHATTAN,FELONY,40.893716,-74.077736
11/17/2024,FRAUD,MANHATTAN,MISDEMEANOR,40.636245,-74.107323
08/17/2022,FRAUD,MANHATTAN,MISDEMEANOR,40.77365,-73.797109
01/17/2024,FRAUD,MANHATTAN,FELONY,40.85686,-73.91395
05/22/2024,FRAUD,MANHATTAN,MISDEMEANOR,40.677029,-73.71485
01/26/2025,FRAUD,MANHATTAN,FELONY,40.84866,-74.181559
03/26/2023,FRAUD,MANHATTAN,FELONY,40.883611,-73.868408
05/11/2023,FRAUD,MANHATTAN,FELONY,40.556191,-73.932836
02/21/2024,FRAUD,MANHATTAN,FELONY,40.66605,-73.747948
09/05/2024,FRAUD,MANHATTAN,MISDEMEANOR,40.565076,-74.076692
03/27/2025,FRAUD,MANHATTAN,VIOLATION,40.706162,-74.135186
02/06/2023,FRAUD,MANHATTAN,MISDEMEANOR,40.747907,-74.146214
03/10/2025,FRAUD,MANHATTAN,MISDEMEANOR,40.682211,-73.720221
02/06/2025,FRAUD,MANHATTAN,VIOLATION,40.872178,-73.792079
06/12/2025,GRAND LARCENY,MANHATTAN,VIOLATION,40.509113,-74.01591
03/26/2024,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.500943,-73.797498
06/23/2023,GRAND LARCENY,MANHATTAN,FELONY,40.656386,-73.703914
05/20/2023,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.890124,-73.99435
02/05/2024,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.802896,-74.01596
12/31/2022,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.521464,-73.804991
02/19/2024,GRAND LARCENY,MANHATTAN,FELONY,40.858965,-74.232757
11/28/2022,GRAND LARCENY,MANHATTAN,FELONY,40.55527,-73.711549
09/29/2024,GRAND LARCENY,MANHATTAN,FELONY,40.865981,-73.753626
08/26/2024,GRAND LARCENY,MANHATTAN,MISDEMEANOR,40.899522,-73.920122
